#原文	読み	文字種	タグ	OrigIdx
こ	コ	HIRAGANA	S	30
と	ト	HIRAGANA	S	31
で	デ	HIRAGANA	S	32
、	、+S	SYMBOL	S	33
デ	デ	KATAKANA	S	34
ジ	ジ	KATAKANA	S	35
タ	タ	KATAKANA	S	36
ル	ル+S	KATAKANA	S	37
情	ジョー	KANJI	S	38
報	ホー	KANJI	S	39
を	ヲ+S	HIRAGANA	S	40
即	ソク	KANJI	S	41
座	ザ	KANJI	S	42
に	ニ+S	HIRAGANA	S	43
点	テン	KANJI	S	44
字	ジ	KANJI	S	45
に	ニ+S	HIRAGANA	S	46
変	ヘン	KANJI	S	47
換	カン+S	KANJI	S	48
し	シ	HIRAGANA	S	49
て	テ+S	HIRAGANA	S	50
読	ヨ	KANJI	S	51
む	ム+S	HIRAGANA	S	52
こ	コ	HIRAGANA	S	53
と	ト	HIRAGANA	S	54
が	ガ+S	HIRAGANA	S	55
可	カ	KANJI	S	56
能	ノー	KANJI	S	57
と	ト+S	HIRAGANA	S	58
な	ナ	HIRAGANA	S	59
り	リ	HIRAGANA	S	60
、	、+S	SYMBOL	S	61
視	シ	KANJI	S	62
覚	カク+S	KANJI	S	63
障	ショー	KANJI	S	64
害	ガイ	KANJI	S	65
者	シャ	KANJI	S	66
の	ノ+S	HIRAGANA	S	67
情	ジョー	KANJI	S	68
報	ホー+S	KANJI	S	69
ア	ア	KATAKANA	S	70
ク	ク	KATAKANA	S	71
セ	セ	KATAKANA	S	72
ス	ス	KATAKANA	S	73
が	ガ+S	HIRAGANA	S	74
劇	ゲキ	KANJI	S	75
的	テキ	KANJI	S	76
に	ニ+S	HIRAGANA	S	77
向	コー	KANJI	S	78
上	ジョー+S	KANJI	S	79
し	シ	HIRAGANA	S	80
た	タ	HIRAGANA	S	81
。	。+S	SYMBOL	S	82

漢	カン	KANJI	S	0
字	ジ+S	KANJI	S	1
仮	カ	KANJI	S	2
名	ナ	KANJI	S	3
交	マ	KANJI	S	4
じ	ジ	HIRAGANA	S	5
り	リ	HIRAGANA	S	6
文	ブン	KANJI	S	7
の	ノ+S	HIRAGANA	S	8
文	ブン	KANJI	S	9
章	ショー	KANJI	S	10
を	ヲ+S	HIRAGANA	S	11
コ	コ	KATAKANA	S	12
ン	ン	KATAKANA	S	13
ピ	ピュ	KATAKANA	B	14
ュ	---	KATAKANA	E	15
ー	ー	KATAKANA	S	16
タ	タ	KATAKANA	S	17
を	ヲ+S	HIRAGANA	S	18
使	ツカ	KANJI	S	19
っ	ッ	HIRAGANA	S	20
て	テ+S	HIRAGANA	S	21
点	テン	KANJI	S	22
字	ジ	KANJI	S	23
に	ニ+S	HIRAGANA	S	24
変	ヘン	KANJI	S	25
換	カン+S	KANJI	S	26
す	ス	HIRAGANA	S	27
る	ル+S	HIRAGANA	S	28
こ	コ	HIRAGANA	S	29
と	ト	HIRAGANA	S	30
を	ヲ+S	HIRAGANA	S	31
自	ジ	KANJI	S	32
動	ドー+S	KANJI	S	33
点	テン	KANJI	S	34
訳	ヤク	KANJI	S	35
と	ト+S	HIRAGANA	S	36
い	イ	HIRAGANA	S	37
う	ウ	HIRAGANA	S	38
。	。+S	SYMBOL	S	39

自	ジ	KANJI	S	0
動	ドー+S	KANJI	S	1
点	テン	KANJI	S	2
訳	ヤク	KANJI	S	3
は	ワ	HIRAGANA	S	4
、	、+S	SYMBOL	S	5
自	シ	KANJI	S	6
然	ゼン+S	KANJI	S	7
言	ゲン	KANJI	S	8
語	ゴ+S	KANJI	S	9
処	ショ	KANJI	S	10
理	リ+S	KANJI	S	11
技	ギ	KANJI	S	12
術	ジュツ	KANJI	S	13
の	ノ+S	HIRAGANA	S	14
発	ハッ	KANJI	S	15
展	テン	KANJI	S	16
に	ニ+S	HIRAGANA	S	17
伴	トモナ	KANJI	S	18
い	イ	HIRAGANA	S	19
、	、+S	SYMBOL	S	20
よ	ヨ	HIRAGANA	S	21
り	リ+S	HIRAGANA	S	22
正	セイ	KANJI	S	23
確	カク	KANJI	S	24
で	デ+S	HIRAGANA	S	25
自	シ	KANJI	S	26
然	ゼン	KANJI	S	27
な	ナ+S	HIRAGANA	S	28
点	テン	KANJI	S	29
字	ジ+S	KANJI	S	30
表	ヒョー	KANJI	S	31
現	ゲン	KANJI	S	32
を	ヲ+S	HIRAGANA	S	33
生	セイ	KANJI	S	34
成	セイ+S	KANJI	S	35
で	デ	HIRAGANA	S	36
き	キ	HIRAGANA	S	37
る	ル	HIRAGANA	S	38
よ	ヨ	HIRAGANA	S	39
う	ー	HIRAGANA	S	40
に	ニ+S	HIRAGANA	S	41
な	ナ	HIRAGANA	S	42
っ	ッ	HIRAGANA	S	43
て	テ+S	HIRAGANA	S	44
き	キ	HIRAGANA	S	45
て	テ+S	HIRAGANA	S	46
お	オ	HIRAGANA	S	47
り	リ	HIRAGANA	S	48
、	、+S	SYMBOL	S	49
視	シ	KANJI	S	50
覚	カク+S	KANJI	S	51
障	ショー	KANJI	S	52
害	ガイ	KANJI	S	53
者	シャ	KANJI	S	54
の	ノ+S	HIRAGANA	S	55
読	ドク	KANJI	S	56
書	ショ+S	KANJI	S	57
体	タイ	KANJI	S	58
験	ケン	KANJI	S	59
を	ヲ+S	HIRAGANA	S	60
大	オオ	KANJI	S	61
幅	ハバ	KANJI	S	62
に	ニ+S	HIRAGANA	S	63
改	カイ	KANJI	S	64
善	ゼン+S	KANJI	S	65
す	ス	HIRAGANA	S	66
る	ル+S	HIRAGANA	S	67
こ	コ	HIRAGANA	S	68
と	ト	HIRAGANA	S	69
が	ガ+S	HIRAGANA	S	70
期	キ	KANJI	S	71
待	タイ+S	KANJI	S	72
さ	サ	HIRAGANA	S	73
れ	レ	HIRAGANA	S	74
て	テ+S	HIRAGANA	S	75
い	イ	HIRAGANA	S	76
る	ル	HIRAGANA	S	77
。	。+S	SYMBOL	S	78

国	コク	KANJI	S	0
連	レン	KANJI	S	1
の	ノ+S	HIRAGANA	S	2
持	ジ	KANJI	S	3
続	ゾク+S	KANJI	S	4
可	カ	KANJI	S	5
能	ノー	KANJI	S	6
な	ナ+S	HIRAGANA	S	7
開	カイ	KANJI	S	8
発	ハツ+S	KANJI	S	9
目	モク	KANJI	S	10
標	ヒョー	KANJI	S	11
や	ヤ+S	HIRAGANA	S	12
障	ショー	KANJI	S	13
害	ガイ	KANJI	S	14
者	シャ+S	KANJI	S	15
権	ケン	KANJI	S	16
利	リ+S	KANJI	S	17
条	ジョー	KANJI	S	18
約	ヤク	KANJI	S	19
の	ノ+S	HIRAGANA	S	20
普	フ	KANJI	S	21
及	キュー	KANJI	S	22
を	ヲ+S	HIRAGANA	S	23
背	ハイ	KANJI	S	24
景	ケイ	KANJI	S	25
に	ニ	HIRAGANA	S	26
、	、+S	SYMBOL	S	27
公	コー	KANJI	S	28
共	キョー+S	KANJI	S	29
施	シ	KANJI	S	30
設	セツ	KANJI	S	31
や	ヤ+S	HIRAGANA	S	32
交	コー	KANJI	S	33
通	ツー+S	KANJI	S	34
機	キ	KANJI	S	35
関	カン	KANJI	S	36
で	デ	HIRAGANA	S	37
の	ノ+S	HIRAGANA	S	38
点	テン	KANJI	S	39
字	ジ+S	KANJI	S	40
表	ヒョー	KANJI	S	41
示	ジ+S	KANJI	S	42
義	ギ	KANJI	S	43
務	ム	KANJI	S	44
化	カ	KANJI	S	45
が	ガ+S	HIRAGANA	S	46
各	カッ	KANJI	S	47
国	コク	KANJI	S	48
で	デ+S	HIRAGANA	S	49
進	スス	KANJI	S	50
ん	ン	HIRAGANA	S	51
で	デ+S	HIRAGANA	S	52
お	オ	HIRAGANA	S	53
り	リ	HIRAGANA	S	54
、	、+S	SYMBOL	S	55
点	テン	KANJI	S	56
字	ジ	KANJI	S	57
は	ワ+S	HIRAGANA	S	58
社	シャ	KANJI	S	59
会	カイ+S	KANJI	S	60
参	サン	KANJI	S	61
加	カ	KANJI	S	62
の	ノ+S	HIRAGANA	S	63
た	タ	HIRAGANA	S	64
め	メ	HIRAGANA	S	65
の	ノ+S	HIRAGANA	S	66
重	ジュー	KANJI	S	67
要	ヨー	KANJI	S	68
な	ナ+S	HIRAGANA	S	69
イ	イ	KATAKANA	S	70
ン	ン	KATAKANA	S	71
フ	フ	KATAKANA	S	72
ラ	ラ	KATAKANA	S	73
と	ト+S	HIRAGANA	S	74
し	シ	HIRAGANA	S	75
て	テ+S	HIRAGANA	S	76
位	イ	KANJI	S	77
置	チ	KANJI	S	78
づ	ヅ	HIRAGANA	S	79
け	ケ	HIRAGANA	S	80
ら	ラ	HIRAGANA	S	81
れ	レ	HIRAGANA	S	82
て	テ+S	HIRAGANA	S	83
い	イ	HIRAGANA	S	84
る	ル	HIRAGANA	S	85
。	。+S	SYMBOL	S	86

し	シ	HIRAGANA	S	0
た	タ	HIRAGANA	S	1
が	ガ	HIRAGANA	S	2
っ	ッ	HIRAGANA	S	3
て	テ	HIRAGANA	S	4
、	、+S	SYMBOL	S	5
こ	コ	HIRAGANA	S	6
の	ノ+S	HIRAGANA	S	7
デ	デ	KATAKANA	S	9
ー	ー	KATAKANA	S	10
タ	タ+S	KATAKANA	S	11
セ	セ	KATAKANA	S	13
ッ	ッ	KATAKANA	S	14
ト	ト	KATAKANA	S	15
に	ニ+S	HIRAGANA	S	16
含	フク	KANJI	S	18
ま	マ	HIRAGANA	S	19
れ	レ	HIRAGANA	S	20
て	テ+S	HIRAGANA	S	21
い	イ	HIRAGANA	S	23
る	ル+S	HIRAGANA	S	24
文	ブン	KANJI	S	26
章	ショー	KANJI	S	27
は	ワ	HIRAGANA	S	28
、	、+S	SYMBOL	S	29
必	カナラ	KANJI	S	30
ず	ズ	HIRAGANA	S	31
し	シ	HIRAGANA	S	32
も	モ+S	HIRAGANA	S	33
正	セイ	KANJI	S	35
確	カク	KANJI	S	36
な	ナ+S	HIRAGANA	S	37
情	ジョー	KANJI	S	39
報	ホー	KANJI	S	40
で	デ	HIRAGANA	S	41
は	ワ+S	HIRAGANA	S	42
な	ナ	HIRAGANA	S	44
い	イ+S	HIRAGANA	S	45
こ	コ	HIRAGANA	S	47
と	ト	HIRAGANA	S	48
を	ヲ+S	HIRAGANA	S	49
理	リ	KANJI	S	51
解	カイ+S	KANJI	S	52
す	ス	HIRAGANA	S	54
る	ル+S	HIRAGANA	S	55
必	ヒツ	KANJI	S	57
要	ヨー	KANJI	S	58
が	ガ+S	HIRAGANA	S	59
あ	ア	HIRAGANA	S	61
り	リ	HIRAGANA	S	62
ま	マ	HIRAGANA	S	63
す	ス	HIRAGANA	S	64
。	。+S	SYMBOL	S	65

「	「	SYMBOL	S	0
風	カゼ	KANJI	S	1
を	ヲ+S	HIRAGANA	S	2
集	アツ	KANJI	S	4
め	メ	HIRAGANA	S	5
て	テ	HIRAGANA	S	6
」	」	SYMBOL	S	7
と	ト+S	HIRAGANA	S	8
い	イ	HIRAGANA	S	10
う	ウ+S	HIRAGANA	S	11
曲	キョク	KANJI	S	13
は	ワ	HIRAGANA	S	14
、	、+S	SYMBOL	S	15
日	ニ	KANJI	S	16
本	ホン	KANJI	S	17
語	ゴ	KANJI	S	18
の	ノ+S	HIRAGANA	S	19
ロ	ロ	KATAKANA	S	21
ッ	ッ	KATAKANA	S	22
ク	ク	KATAKANA	S	23
と	ト+S	HIRAGANA	S	24
し	シ	HIRAGANA	S	26
て	テ+S	HIRAGANA	S	27
成	セイ	KANJI	S	29
功	コー+S	KANJI	S	30
し	シ	HIRAGANA	S	32
た	タ+S	HIRAGANA	S	33
初	ハジ	KANJI	S	35
め	メ	HIRAGANA	S	36
て	テ	HIRAGANA	S	37
の	ノ+S	HIRAGANA	S	38
例	レイ	KANJI	S	40
だ	ダ	HIRAGANA	S	41
と	ト+S	HIRAGANA	S	42
言	イ	KANJI	S	44
わ	ワ	HIRAGANA	S	45
れ	レ	HIRAGANA	S	46
て	テ+S	HIRAGANA	S	47
い	イ	HIRAGANA	S	49
ま	マ	HIRAGANA	S	50
す	ス	HIRAGANA	S	51
。	。+S	SYMBOL	S	52

風	カゼ	KANJI	S	0
が	ガ+S	HIRAGANA	S	1
強	ツヨ	KANJI	S	3
い	イ+S	HIRAGANA	S	4
と	ト	HIRAGANA	S	6
き	キ	HIRAGANA	S	7
に	ニ	HIRAGANA	S	8
は	ワ	HIRAGANA	S	9
、	、+S	SYMBOL	S	10
外	ガイ	KANJI	S	11
出	シュツ	KANJI	S	12
を	ヲ+S	HIRAGANA	S	13
控	ヒカ	KANJI	S	15
え	エ	HIRAGANA	S	16
る	ル+S	HIRAGANA	S	17
こ	コ	HIRAGANA	S	19
と	ト	HIRAGANA	S	20
が	ガ+S	HIRAGANA	S	21
安	アン	KANJI	S	23
全	ゼン	KANJI	S	24
で	デ	HIRAGANA	S	25
す	ス	HIRAGANA	S	26
。	。+S	SYMBOL	S	27
強	キョー	KANJI	S	28
風	フー	KANJI	S	29
は	ワ+S	HIRAGANA	S	30
建	タテ	KANJI	S	32
物	モノ	KANJI	S	33
や	ヤ+S	HIRAGANA	S	34
木	キ	KANJI	S	36
々	ギ	OTHER	S	37
を	ヲ+S	HIRAGANA	S	38
倒	タオ	KANJI	S	40
す	ス+S	HIRAGANA	S	41
可	カ	KANJI	S	43
能	ノー	KANJI	S	44
性	セイ	KANJI	S	45
が	ガ+S	HIRAGANA	S	46
あ	ア	HIRAGANA	S	48
り	リ	HIRAGANA	S	49
、	、+S	SYMBOL	S	50
交	コー	KANJI	S	51
通	ツー+S	KANJI	S	52
事	ジ	KANJI	S	54
故	コ	KANJI	S	55
の	ノ+S	HIRAGANA	S	56
リ	リ	KATAKANA	S	58
ス	ス	KATAKANA	S	59
ク	ク	KATAKANA	S	60
も	モ+S	HIRAGANA	S	61
高	タカ	KANJI	S	63
ま	マ	HIRAGANA	S	64
り	リ	HIRAGANA	S	65
ま	マ	HIRAGANA	S	66
す	ス	HIRAGANA	S	67
。	。+S	SYMBOL	S	68
も	モ	HIRAGANA	S	69
し	シ+S	HIRAGANA	S	70
外	ガイ	KANJI	S	72
出	シュツ	KANJI	S	73
が	ガ+S	HIRAGANA	S	74
必	ヒツ	KANJI	S	76
要	ヨー	KANJI	S	77
な	ナ+S	HIRAGANA	S	78
場	バ	KANJI	S	80
合	アイ	KANJI	S	81
は	ワ	HIRAGANA	S	82
、	、+S	SYMBOL	S	83
風	カゼ	KANJI	S	84
に	ニ+S	HIRAGANA	S	85
飛	ト	KANJI	S	87
ば	バ	HIRAGANA	S	88
さ	サ	HIRAGANA	S	89
れ	レ	HIRAGANA	S	90
な	ナ	HIRAGANA	S	91
い	イ	HIRAGANA	S	92
よ	ヨ	HIRAGANA	S	93
う	ー	HIRAGANA	S	94
に	ニ+S	HIRAGANA	S	95
注	チュー	KANJI	S	97
意	イ+S	KANJI	S	98
し	シ	HIRAGANA	S	100
、	、+S	SYMBOL	S	101
帽	ボー	KANJI	S	102
子	シ	KANJI	S	103
や	ヤ+S	HIRAGANA	S	104
傘	カサ	KANJI	S	106
な	ナ	HIRAGANA	S	107
ど	ド	HIRAGANA	S	108
の	ノ+S	HIRAGANA	S	109
持	モ	KANJI	S	111
ち	チ	HIRAGANA	S	112
物	モノ	KANJI	S	113
を	ヲ+S	HIRAGANA	S	114
し	シ	HIRAGANA	S	116
っ	ッ	HIRAGANA	S	117
か	カ	HIRAGANA	S	118
り	リ	HIRAGANA	S	119
と	ト+S	HIRAGANA	S	120
固	コ	KANJI	S	122
定	テイ+S	KANJI	S	123
し	シ	HIRAGANA	S	125
て	テ+S	HIRAGANA	S	126
く	ク	HIRAGANA	S	128
だ	ダ	HIRAGANA	S	129
さ	サ	HIRAGANA	S	130
い	イ	HIRAGANA	S	131
。	。+S	SYMBOL	S	132
ま	マ	HIRAGANA	S	133
た	タ	HIRAGANA	S	134
、	、+S	SYMBOL	S	135
車	クルマ	KANJI	S	136
を	ヲ+S	HIRAGANA	S	137
運	ウン	KANJI	S	139
転	テン+S	KANJI	S	140
す	ス	HIRAGANA	S	142
る	ル+S	HIRAGANA	S	143
際	サイ	KANJI	S	145
に	ニ	HIRAGANA	S	146
は	ワ	HIRAGANA	S	147
、	、+S	SYMBOL	S	148
風	カゼ	KANJI	S	149
の	ノ+S	HIRAGANA	S	150
影	エイ	KANJI	S	152
響	キョー	KANJI	S	153
で	デ+S	HIRAGANA	S	154
車	シャ	KANJI	S	156
両	リョー	KANJI	S	157
が	ガ+S	HIRAGANA	S	158
揺	ユ	KANJI	S	160
れ	レ	HIRAGANA	S	161
る	ル+S	HIRAGANA	S	162
こ	コ	HIRAGANA	S	164
と	ト	HIRAGANA	S	165
が	ガ+S	HIRAGANA	S	166
あ	ア	HIRAGANA	S	168
る	ル+S	HIRAGANA	S	169
た	タ	HIRAGANA	S	171
め	メ	HIRAGANA	S	172
、	、+S	SYMBOL	S	173
速	ソク	KANJI	S	174
度	ド	KANJI	S	175
を	ヲ+S	HIRAGANA	S	176
落	オ	KANJI	S	178
と	ト	HIRAGANA	S	179
し	シ	HIRAGANA	S	180
、	、+S	SYMBOL	S	181
周	シュー	KANJI	S	182
囲	イ	KANJI	S	183
の	ノ+S	HIRAGANA	S	184
状	ジョー	KANJI	S	186
況	キョー	KANJI	S	187
に	ニ+S	HIRAGANA	S	188
十	ジュー	KANJI	S	190
分	ブン+S	KANJI	S	191
注	チュー	KANJI	S	193
意	イ+S	KANJI	S	194
す	ス	HIRAGANA	S	196
る	ル+S	HIRAGANA	S	197
こ	コ	HIRAGANA	S	199
と	ト	HIRAGANA	S	200
が	ガ+S	HIRAGANA	S	201
重	ジュー	KANJI	S	203
要	ヨー	KANJI	S	204
で	デ	HIRAGANA	S	205
す	ス	HIRAGANA	S	206
。	。+S	SYMBOL	S	207

風	カ	KANJI	S	0
邪	ゼ	KANJI	S	1
を	ヲ+S	HIRAGANA	S	2
引	ヒ	KANJI	S	4
い	イ	HIRAGANA	S	5
た	タ+S	HIRAGANA	S	6
と	ト	HIRAGANA	S	8
き	キ	HIRAGANA	S	9
に	ニ	HIRAGANA	S	10
は	ワ	HIRAGANA	S	11
、	、+S	SYMBOL	S	12
十	ジュー	KANJI	S	13
分	ブン	KANJI	S	14
な	ナ+S	HIRAGANA	S	15
休	キュー	KANJI	S	17
息	ソク	KANJI	S	18
と	ト+S	HIRAGANA	S	19
水	スイ	KANJI	S	21
分	ブン+S	KANJI	S	22
補	ホ	KANJI	S	24
給	キュー	KANJI	S	25
が	ガ+S	HIRAGANA	S	26
重	ジュー	KANJI	S	28
要	ヨー	KANJI	S	29
で	デ	HIRAGANA	S	30
す	ス	HIRAGANA	S	31
。	。+S	SYMBOL	S	32
風	カ	KANJI	S	33
邪	ゼ	KANJI	S	34
の	ノ+S	HIRAGANA	S	35
症	ショー	KANJI	S	37
状	ジョー	KANJI	S	38
を	ヲ+S	HIRAGANA	S	39
和	ヤワ	KANJI	S	41
ら	ラ	HIRAGANA	S	42
げ	ゲ	HIRAGANA	S	43
る	ル+S	HIRAGANA	S	44
た	タ	HIRAGANA	S	46
め	メ	HIRAGANA	S	47
に	ニ	HIRAGANA	S	48
は	ワ	HIRAGANA	S	49
、	、+S	SYMBOL	S	50
温	アタタ	KANJI	S	51
か	カ	HIRAGANA	S	52
い	イ+S	HIRAGANA	S	53
飲	ノ	KANJI	S	55
み	ミ	HIRAGANA	S	56
物	モノ	KANJI	S	57
を	ヲ+S	HIRAGANA	S	58
摂	セッ	KANJI	S	60
取	シュ+S	KANJI	S	61
し	シ	HIRAGANA	S	63
た	タ	HIRAGANA	S	64
り	リ	HIRAGANA	S	65
、	、+S	SYMBOL	S	66
栄	エイ	KANJI	S	67
養	ヨー+S	KANJI	S	68
バ	バ	KATAKANA	S	70
ラ	ラ	KATAKANA	S	71
ン	ン	KATAKANA	S	72
ス	ス	KATAKANA	S	73
の	ノ+S	HIRAGANA	S	74
取	ト	KANJI	S	76
れ	レ	HIRAGANA	S	77
た	タ+S	HIRAGANA	S	78
食	ショク	KANJI	S	80
事	ジ	KANJI	S	81
を	ヲ+S	HIRAGANA	S	82
心	ココロ	KANJI	S	84
が	ガ	HIRAGANA	S	85
け	ケ	HIRAGANA	S	86
る	ル+S	HIRAGANA	S	87
こ	コ	HIRAGANA	S	89
と	ト	HIRAGANA	S	90
も	モ+S	HIRAGANA	S	91
大	タイ	KANJI	S	93
切	セツ	KANJI	S	94
で	デ	HIRAGANA	S	95
す	ス	HIRAGANA	S	96
。	。+S	SYMBOL	S	97
ま	マ	HIRAGANA	S	98
た	タ	HIRAGANA	S	99
、	、+S	SYMBOL	S	100
手	テア	KANJI	S	101
洗	ラ	KANJI	S	102
い	イ	HIRAGANA	S	103
や	ヤ+S	HIRAGANA	S	104
う	ウ	HIRAGANA	S	106
が	ガ	HIRAGANA	S	107
い	イ	HIRAGANA	S	108
を	ヲ+S	HIRAGANA	S	109
頻	ヒン	KANJI	S	111
繁	パン	KANJI	S	112
に	ニ+S	HIRAGANA	S	113
行	オコナ	KANJI	S	115
う	ウ+S	HIRAGANA	S	116
こ	コ	HIRAGANA	S	118
と	ト	HIRAGANA	S	119
で	デ	HIRAGANA	S	120
、	、+S	SYMBOL	S	121
ウ	ウ	KATAKANA	S	122
イ	イ	KATAKANA	S	123
ル	ル	KATAKANA	S	124
ス	ス	KATAKANA	S	125
の	ノ+S	HIRAGANA	S	126
拡	カク	KANJI	S	128
散	サン	KANJI	S	129
を	ヲ+S	HIRAGANA	S	130
防	フセ	KANJI	S	132
ぐ	グ+S	HIRAGANA	S	133
こ	コ	HIRAGANA	S	135
と	ト	HIRAGANA	S	136
が	ガ+S	HIRAGANA	S	137
で	デ	HIRAGANA	S	139
き	キ	HIRAGANA	S	140
ま	マ	HIRAGANA	S	141
す	ス	HIRAGANA	S	142
。	。+S	SYMBOL	S	143
風	カ	KANJI	S	144
邪	ゼ	KANJI	S	145
が	ガ+S	HIRAGANA	S	146
長	ナガ	KANJI	S	148
引	ビ	KANJI	S	149
く	ク+S	HIRAGANA	S	150
場	バ	KANJI	S	152
合	アイ	KANJI	S	153
や	ヤ+S	HIRAGANA	S	154
症	ショー	KANJI	S	156
状	ジョー	KANJI	S	157
が	ガ+S	HIRAGANA	S	158
悪	アッ	KANJI	S	160
化	カ+S	KANJI	S	161
す	ス	HIRAGANA	S	163
る	ル+S	HIRAGANA	S	164
場	バ	KANJI	S	166
合	アイ	KANJI	S	167
は	ワ	HIRAGANA	S	168
、	、+S	SYMBOL	S	169
医	イ	KANJI	S	170
師	シ	KANJI	S	171
の	ノ+S	HIRAGANA	S	172
診	シン	KANJI	S	174
察	サツ	KANJI	S	175
を	ヲ+S	HIRAGANA	S	176
受	ウ	KANJI	S	178
け	ケ	HIRAGANA	S	179
る	ル+S	HIRAGANA	S	180
こ	コ	HIRAGANA	S	182
と	ト	HIRAGANA	S	183
を	ヲ+S	HIRAGANA	S	184
お	オ	HIRAGANA	S	186
す	ス	HIRAGANA	S	187
す	ス	HIRAGANA	S	188
め	メ+S	HIRAGANA	S	189
し	シ	HIRAGANA	S	191
ま	マ	HIRAGANA	S	192
す	ス	HIRAGANA	S	193
。	。+S	SYMBOL	S	194

ス	ス	KATAKANA	S	0
ー	ー	KATAKANA	S	1
パ	パ	KATAKANA	S	2
ー	ー+S	KATAKANA	S	3
マ	マ	KATAKANA	S	5
ー	ー	KATAKANA	S	6
ケ	ケ	KATAKANA	S	7
ッ	ッ	KATAKANA	S	8
ト	ト	KATAKANA	S	9
は	ワ	HIRAGANA	S	10
、	、+S	SYMBOL	S	11
食	ショク	KANJI	S	12
品	ヒン	KANJI	S	13
や	ヤ+S	HIRAGANA	S	14
日	ニチ	KANJI	S	16
用	ヨー	KANJI	S	17
品	ヒン	KANJI	S	18
な	ナ	HIRAGANA	S	19
ど	ド	HIRAGANA	S	20
を	ヲ+S	HIRAGANA	S	21
幅	ハバ	KANJI	S	23
広	ヒロ	KANJI	S	24
く	ク+S	HIRAGANA	S	25
取	ト	KANJI	S	27
り	リ	HIRAGANA	S	28
扱	アツカ	KANJI	S	29
う	ウ+S	HIRAGANA	S	30
大	オオ	KANJI	S	32
型	ガタ	KANJI	S	33
の	ノ+S	HIRAGANA	S	34
小	コ	KANJI	S	36
売	ウリ	KANJI	S	37
店	テン	KANJI	S	38
で	デ	HIRAGANA	S	39
す	ス	HIRAGANA	S	40
。	。+S	SYMBOL	S	41
ス	ス	KATAKANA	S	42
ー	ー	KATAKANA	S	43
パ	パ	KATAKANA	S	44
ー	ー+S	KATAKANA	S	45
マ	マ	KATAKANA	S	47
ー	ー	KATAKANA	S	48
ケ	ケ	KATAKANA	S	49
ッ	ッ	KATAKANA	S	50
ト	ト	KATAKANA	S	51
は	ワ	HIRAGANA	S	52
、	、+S	SYMBOL	S	53
地	チ	KANJI	S	54
域	イキ	KANJI	S	55
の	ノ+S	HIRAGANA	S	56
人	ヒト	KANJI	S	58
々	ビト	OTHER	S	59
に	ニ+S	HIRAGANA	S	60
と	ト	HIRAGANA	S	62
っ	ッ	HIRAGANA	S	63
て	テ+S	HIRAGANA	S	64
便	ベン	KANJI	S	66
利	リ	KANJI	S	67
な	ナ+S	HIRAGANA	S	68
買	カ	KANJI	S	70
い	イ	HIRAGANA	S	71
物	モノ	KANJI	S	72
の	ノ+S	HIRAGANA	S	73
場	バ	KANJI	S	75
で	デ+S	HIRAGANA	S	76
あ	ア	HIRAGANA	S	78
り	リ	HIRAGANA	S	79
、	、+S	SYMBOL	S	80
新	シン	KANJI	S	81
鮮	セン	KANJI	S	82
な	ナ+S	HIRAGANA	S	83
野	ヤ	KANJI	S	85
菜	サイ	KANJI	S	86
や	ヤ+S	HIRAGANA	S	87
果	クダ	KANJI	S	89
物	モノ	KANJI	S	90
、	、+S	SYMBOL	S	91
肉	ニク	KANJI	S	92
、	、+S	SYMBOL	S	93
魚	サカナ	KANJI	S	94
な	ナ	HIRAGANA	S	95
ど	ド	HIRAGANA	S	96
の	ノ+S	HIRAGANA	S	97
食	ショク	KANJI	S	99
品	ヒン	KANJI	S	100
か	カ	HIRAGANA	S	101
ら	ラ	HIRAGANA	S	102
、	、+S	SYMBOL	S	103
洗	セン	KANJI	S	104
剤	ザイ	KANJI	S	105
や	ヤ+S	HIRAGANA	S	106
ト	ト	KATAKANA	S	108
イ	イ	KATAKANA	S	109
レ	レ	KATAKANA	S	110
ッ	ッ	KATAKANA	S	111
ト	ト+S	KATAKANA	S	112
ペ	ペ	KATAKANA	S	114
ー	ー	KATAKANA	S	115
パ	パ	KATAKANA	S	116
ー	ー	KATAKANA	S	117
な	ナ	HIRAGANA	S	118
ど	ド	HIRAGANA	S	119
の	ノ+S	HIRAGANA	S	120
日	ニチ	KANJI	S	122
用	ヨー	KANJI	S	123
品	ヒン	KANJI	S	124
ま	マ	HIRAGANA	S	125
で	デ	HIRAGANA	S	126
、	、+S	SYMBOL	S	127
多	タ	KANJI	S	128
様	ヨー	KANJI	S	129
な	ナ+S	HIRAGANA	S	130
商	ショー	KANJI	S	132
品	ヒン	KANJI	S	133
が	ガ+S	HIRAGANA	S	134
揃	ソロ	KANJI	S	136
っ	ッ	HIRAGANA	S	137
て	テ+S	HIRAGANA	S	138
い	イ	HIRAGANA	S	140
ま	マ	HIRAGANA	S	141
す	ス	HIRAGANA	S	142
。	。+S	SYMBOL	S	143
ま	マ	HIRAGANA	S	144
た	タ	HIRAGANA	S	145
、	、+S	SYMBOL	S	146
ス	ス	KATAKANA	S	147
ー	ー	KATAKANA	S	148
パ	パ	KATAKANA	S	149
ー	ー	KATAKANA	S	150
マ	マ	KATAKANA	S	152
ー	ー	KATAKANA	S	153
ケ	ケ	KATAKANA	S	154
ッ	ッ	KATAKANA	S	155
ト	ト	KATAKANA	S	156
で	デ	HIRAGANA	S	157
