#原文	読み	文字種	OrigIdx
り	リ	CharType.HIRAGANA	36
、	_	CharType.SYMBOL_PAUSE	37
こ	コ	CharType.HIRAGANA	38
れ	レ	CharType.HIRAGANA	39
は	ワ+S	CharType.HIRAGANA	40
現	ゲン	CharType.KANJI	41
在	ザイ	CharType.KANJI	42
も	モ+S	CharType.HIRAGANA	43
使	シ	CharType.KANJI	44
用	ヨー+S	CharType.KANJI	45
さ	サ	CharType.HIRAGANA	46
れ	レ	CharType.HIRAGANA	47
て	テ+S	CharType.HIRAGANA	48
い	イ	CharType.HIRAGANA	49
る	ル+S	CharType.HIRAGANA	50
六	6	CharType.JAPANESE_NUMERIC	51
点	テン+S	CharType.KANJI	52
点	テン	CharType.KANJI	53
字	ジ	CharType.KANJI	54
を	ヲ+S	CharType.HIRAGANA	55
基	キ	CharType.KANJI	56
盤	バン	CharType.KANJI	57
と	ト+S	CharType.HIRAGANA	58
し	シ	CharType.HIRAGANA	59
た	タ+S	CharType.HIRAGANA	60
体	タイ	CharType.KANJI	61
系	ケイ	CharType.KANJI	62
と	ト+S	CharType.HIRAGANA	63
し	シ	CharType.HIRAGANA	64
て	テ+S	CharType.HIRAGANA	65
広	ヒロ	CharType.KANJI	66
く	ク+S	CharType.HIRAGANA	67
普	フ	CharType.KANJI	68
及	キュー+S	CharType.KANJI	69
し	シ	CharType.HIRAGANA	70
て	テ+S	CharType.HIRAGANA	71
い	イ	CharType.HIRAGANA	72
る	ル	CharType.HIRAGANA	73
。	_	CharType.SYMBOL_STOP	74

点	テン	CharType.KANJI	0
字	ジ	CharType.KANJI	1
は	ワ+S	CharType.HIRAGANA	2
一	1	CharType.JAPANESE_NUMERIC	3
九	9	CharType.JAPANESE_NUMERIC	4
世	セイ	CharType.KANJI	5
紀	キ	CharType.KANJI	6
末	マツ	CharType.KANJI	7
か	カ	CharType.HIRAGANA	8
ら	ラ+S	CharType.HIRAGANA	9
二	2	CharType.JAPANESE_NUMERIC	10
十	0	CharType.JAPANESE_NUMERIC	11
世	セイ	CharType.KANJI	12
紀	キ	CharType.KANJI	13
に	ニ+S	CharType.HIRAGANA	14
か	カ	CharType.HIRAGANA	15
け	ケ	CharType.HIRAGANA	16
て	テ+S	CharType.HIRAGANA	17
世	セ	CharType.KANJI	18
界	カイ+S	CharType.KANJI	19
各	カッ	CharType.KANJI	20
国	コク	CharType.KANJI	21
に	ニ+S	CharType.HIRAGANA	22
普	フ	CharType.KANJI	23
及	キュー+S	CharType.KANJI	24
し	シ	CharType.HIRAGANA	25
、	_	CharType.SYMBOL_PAUSE	26
各	カク+S	CharType.KANJI	27
言	ゲン	CharType.KANJI	28
語	ゴ	CharType.KANJI	29
の	ノ+S	CharType.HIRAGANA	30
音	オン	CharType.KANJI	31
韻	イン+S	CharType.KANJI	32
体	タイ	CharType.KANJI	33
系	ケイ	CharType.KANJI	34
に	ニ+S	CharType.HIRAGANA	35
合	ア	CharType.KANJI	36
わ	ワ	CharType.HIRAGANA	37
せ	セ	CharType.HIRAGANA	38
た	タ+S	CharType.HIRAGANA	39
独	ドク	CharType.KANJI	40
自	ジ	CharType.KANJI	41
の	ノ+S	CharType.HIRAGANA	42
点	テン	CharType.KANJI	43
字	ジ+S	CharType.KANJI	44
コ	コ	CharType.KATAKANA	45
ー	ー	CharType.KATAKANA	46
ド	ド	CharType.KATAKANA	47
が	ガ+S	CharType.HIRAGANA	48
整	セイ	CharType.KANJI	49
備	ビ+S	CharType.KANJI	50
さ	サ	CharType.HIRAGANA	51
れ	レ	CharType.HIRAGANA	52
て	テ+S	CharType.HIRAGANA	53
い	イ	CharType.HIRAGANA	54
っ	ッ	CharType.HIRAGANA	55
た	タ	CharType.HIRAGANA	56
が	ガ	CharType.HIRAGANA	57
、	_	CharType.SYMBOL_PAUSE	58
基	キ	CharType.KANJI	59
本	ホン	CharType.KANJI	60
と	ト+S	CharType.HIRAGANA	61
な	ナ	CharType.HIRAGANA	62
る	ル+S	CharType.HIRAGANA	63
六	6	CharType.JAPANESE_NUMERIC	64
点	テン	CharType.KANJI	65
の	ノ+S	CharType.HIRAGANA	66
枠	ワク	CharType.KANJI	67
組	グ	CharType.KANJI	68
み	ミ	CharType.HIRAGANA	69
は	ワ+S	CharType.HIRAGANA	70
世	セ	CharType.KANJI	71
界	カイ+S	CharType.KANJI	72
共	キョー	CharType.KANJI	73
通	ツー	CharType.KANJI	74
で	デ+S	CharType.HIRAGANA	75
あ	ア	CharType.HIRAGANA	76
る	ル	CharType.HIRAGANA	77
。	_	CharType.SYMBOL_STOP	78

二	2	CharType.JAPANESE_NUMERIC	0
十	0	CharType.JAPANESE_NUMERIC	1
世	セイ	CharType.KANJI	2
紀	キ+S	CharType.KANJI	3
後	コー	CharType.KANJI	4
半	ハン	CharType.KANJI	5
に	ニ	CharType.HIRAGANA	6
は	ワ+S	CharType.HIRAGANA	7
点	テン	CharType.KANJI	8
字	ジ+S	CharType.KANJI	9
プ	プ	CharType.KATAKANA	10
リ	リ	CharType.KATAKANA	11
ン	ン	CharType.KATAKANA	12
タ	タ	CharType.KATAKANA	13
ー	ー	CharType.KATAKANA	14
や	ヤ+S	CharType.HIRAGANA	15
点	テン	CharType.KANJI	16
字	ジ+S	CharType.KANJI	17
デ	ディ	CharType.KATAKANA	18
ィ	---	CharType.KATAKANA	19
ス	ス	CharType.KATAKANA	20
プ	プ	CharType.KATAKANA	21
レ	レ	CharType.KATAKANA	22
イ	イ	CharType.KATAKANA	23
が	ガ+S	CharType.HIRAGANA	24
開	カイ	CharType.KANJI	25
発	ハツ+S	CharType.KANJI	26
さ	サ	CharType.HIRAGANA	27
れ	レ	CharType.HIRAGANA	28
た	タ+S	CharType.HIRAGANA	29
こ	コ	CharType.HIRAGANA	30
と	ト	CharType.HIRAGANA	31
で	デ	CharType.HIRAGANA	32
、	_	CharType.SYMBOL_PAUSE	33
デ	デ	CharType.KATAKANA	34
ジ	ジ	CharType.KATAKANA	35
タ	タ	CharType.KATAKANA	36
ル	ル+S	CharType.KATAKANA	37
情	ジョー	CharType.KANJI	38
報	ホー	CharType.KANJI	39
を	ヲ+S	CharType.HIRAGANA	40
即	ソク	CharType.KANJI	41
座	ザ	CharType.KANJI	42
に	ニ+S	CharType.HIRAGANA	43
点	テン	CharType.KANJI	44
字	ジ	CharType.KANJI	45
に	ニ+S	CharType.HIRAGANA	46
変	ヘン	CharType.KANJI	47
換	カン+S	CharType.KANJI	48
し	シ	CharType.HIRAGANA	49
て	テ+S	CharType.HIRAGANA	50
読	ヨ	CharType.KANJI	51
む	ム+S	CharType.HIRAGANA	52
こ	コ	CharType.HIRAGANA	53
と	ト	CharType.HIRAGANA	54
が	ガ+S	CharType.HIRAGANA	55
可	カ	CharType.KANJI	56
能	ノー	CharType.KANJI	57
と	ト+S	CharType.HIRAGANA	58
な	ナ	CharType.HIRAGANA	59
り	リ	CharType.HIRAGANA	60
、	_	CharType.SYMBOL_PAUSE	61
視	シ	CharType.KANJI	62
覚	カク+S	CharType.KANJI	63
障	ショー	CharType.KANJI	64
害	ガイ	CharType.KANJI	65
者	シャ	CharType.KANJI	66
の	ノ+S	CharType.HIRAGANA	67
情	ジョー	CharType.KANJI	68
報	ホー+S	CharType.KANJI	69
ア	ア	CharType.KATAKANA	70
ク	ク	CharType.KATAKANA	71
セ	セ	CharType.KATAKANA	72
ス	ス	CharType.KATAKANA	73
が	ガ+S	CharType.HIRAGANA	74
劇	ゲキ	CharType.KANJI	75
的	テキ	CharType.KANJI	76
に	ニ+S	CharType.HIRAGANA	77
向	コー	CharType.KANJI	78
上	ジョー+S	CharType.KANJI	79
し	シ	CharType.HIRAGANA	80
た	タ	CharType.HIRAGANA	81
。	_	CharType.SYMBOL_STOP	82

漢	カン	CharType.KANJI	0
字	ジ+S	CharType.KANJI	1
仮	カ	CharType.KANJI	2
名	ナ	CharType.KANJI	3
交	マ	CharType.KANJI	4
じ	ジ	CharType.HIRAGANA	5
り	リ	CharType.HIRAGANA	6
文	ブン	CharType.KANJI	7
の	ノ+S	CharType.HIRAGANA	8
文	ブン	CharType.KANJI	9
章	ショー	CharType.KANJI	10
を	ヲ+S	CharType.HIRAGANA	11
コ	コ	CharType.KATAKANA	12
ン	ン	CharType.KATAKANA	13
ピ	ピュ	CharType.KATAKANA	14
ュ	---	CharType.KATAKANA	15
ー	ー	CharType.KATAKANA	16
タ	タ	CharType.KATAKANA	17
を	ヲ+S	CharType.HIRAGANA	18
使	ツカ	CharType.KANJI	19
っ	ッ	CharType.HIRAGANA	20
て	テ+S	CharType.HIRAGANA	21
点	テン	CharType.KANJI	22
字	ジ	CharType.KANJI	23
に	ニ+S	CharType.HIRAGANA	24
変	ヘン	CharType.KANJI	25
換	カン+S	CharType.KANJI	26
す	ス	CharType.HIRAGANA	27
る	ル+S	CharType.HIRAGANA	28
こ	コ	CharType.HIRAGANA	29
と	ト	CharType.HIRAGANA	30
を	ヲ+S	CharType.HIRAGANA	31
自	ジ	CharType.KANJI	32
動	ドー+S	CharType.KANJI	33
点	テン	CharType.KANJI	34
訳	ヤク	CharType.KANJI	35
と	ト+S	CharType.HIRAGANA	36
い	イ	CharType.HIRAGANA	37
う	ウ	CharType.HIRAGANA	38
。	_	CharType.SYMBOL_STOP	39

自	ジ	CharType.KANJI	0
動	ドー+S	CharType.KANJI	1
点	テン	CharType.KANJI	2
訳	ヤク	CharType.KANJI	3
は	ワ	CharType.HIRAGANA	4
、	_	CharType.SYMBOL_PAUSE	5
自	シ	CharType.KANJI	6
然	ゼン+S	CharType.KANJI	7
言	ゲン	CharType.KANJI	8
語	ゴ+S	CharType.KANJI	9
処	ショ	CharType.KANJI	10
理	リ+S	CharType.KANJI	11
技	ギ	CharType.KANJI	12
術	ジュツ	CharType.KANJI	13
の	ノ+S	CharType.HIRAGANA	14
発	ハッ	CharType.KANJI	15
展	テン	CharType.KANJI	16
に	ニ+S	CharType.HIRAGANA	17
伴	トモナ	CharType.KANJI	18
い	イ	CharType.HIRAGANA	19
、	_	CharType.SYMBOL_PAUSE	20
よ	ヨ	CharType.HIRAGANA	21
り	リ+S	CharType.HIRAGANA	22
正	セイ	CharType.KANJI	23
確	カク	CharType.KANJI	24
で	デ+S	CharType.HIRAGANA	25
自	シ	CharType.KANJI	26
然	ゼン	CharType.KANJI	27
な	ナ+S	CharType.HIRAGANA	28
点	テン	CharType.KANJI	29
字	ジ+S	CharType.KANJI	30
表	ヒョー	CharType.KANJI	31
現	ゲン	CharType.KANJI	32
を	ヲ+S	CharType.HIRAGANA	33
生	セイ	CharType.KANJI	34
成	セイ+S	CharType.KANJI	35
で	デ	CharType.HIRAGANA	36
き	キ	CharType.HIRAGANA	37
る	ル	CharType.HIRAGANA	38
よ	ヨ	CharType.HIRAGANA	39
う	ー	CharType.HIRAGANA	40
に	ニ+S	CharType.HIRAGANA	41
な	ナ	CharType.HIRAGANA	42
っ	ッ	CharType.HIRAGANA	43
て	テ+S	CharType.HIRAGANA	44
き	キ	CharType.HIRAGANA	45
て	テ+S	CharType.HIRAGANA	46
お	オ	CharType.HIRAGANA	47
り	リ	CharType.HIRAGANA	48
、	_	CharType.SYMBOL_PAUSE	49
視	シ	CharType.KANJI	50
覚	カク+S	CharType.KANJI	51
障	ショー	CharType.KANJI	52
害	ガイ	CharType.KANJI	53
者	シャ	CharType.KANJI	54
の	ノ+S	CharType.HIRAGANA	55
読	ドク	CharType.KANJI	56
書	ショ+S	CharType.KANJI	57
体	タイ	CharType.KANJI	58
験	ケン	CharType.KANJI	59
を	ヲ+S	CharType.HIRAGANA	60
大	オオ	CharType.KANJI	61
幅	ハバ	CharType.KANJI	62
に	ニ+S	CharType.HIRAGANA	63
改	カイ	CharType.KANJI	64
善	ゼン+S	CharType.KANJI	65
す	ス	CharType.HIRAGANA	66
る	ル+S	CharType.HIRAGANA	67
こ	コ	CharType.HIRAGANA	68
と	ト	CharType.HIRAGANA	69
が	ガ+S	CharType.HIRAGANA	70
期	キ	CharType.KANJI	71
待	タイ+S	CharType.KANJI	72
さ	サ	CharType.HIRAGANA	73
れ	レ	CharType.HIRAGANA	74
て	テ+S	CharType.HIRAGANA	75
い	イ	CharType.HIRAGANA	76
る	ル	CharType.HIRAGANA	77
。	_	CharType.SYMBOL_STOP	78

国	コク	CharType.KANJI	0
連	レン	CharType.KANJI	1
の	ノ+S	CharType.HIRAGANA	2
持	ジ	CharType.KANJI	3
続	ゾク+S	CharType.KANJI	4
可	カ	CharType.KANJI	5
能	ノー	CharType.KANJI	6
な	ナ+S	CharType.HIRAGANA	7
開	カイ	CharType.KANJI	8
発	ハツ+S	CharType.KANJI	9
目	モク	CharType.KANJI	10
標	ヒョー	CharType.KANJI	11
や	ヤ+S	CharType.HIRAGANA	12
障	ショー	CharType.KANJI	13
害	ガイ	CharType.KANJI	14
者	シャ+S	CharType.KANJI	15
権	ケン	CharType.KANJI	16
利	リ+S	CharType.KANJI	17
条	ジョー	CharType.KANJI	18
約	ヤク	CharType.KANJI	19
の	ノ+S	CharType.HIRAGANA	20
普	フ	CharType.KANJI	21
及	キュー	CharType.KANJI	22
を	ヲ+S	CharType.HIRAGANA	23
背	ハイ	CharType.KANJI	24
景	ケイ	CharType.KANJI	25
に	ニ	CharType.HIRAGANA	26
、	_	CharType.SYMBOL_PAUSE	27
公	コー	CharType.KANJI	28
共	キョー+S	CharType.KANJI	29
施	シ	CharType.KANJI	30
設	セツ	CharType.KANJI	31
や	ヤ+S	CharType.HIRAGANA	32
交	コー	CharType.KANJI	33
通	ツー+S	CharType.KANJI	34
機	キ	CharType.KANJI	35
関	カン	CharType.KANJI	36
で	デ	CharType.HIRAGANA	37
の	ノ+S	CharType.HIRAGANA	38
点	テン	CharType.KANJI	39
字	ジ+S	CharType.KANJI	40
表	ヒョー	CharType.KANJI	41
示	ジ+S	CharType.KANJI	42
義	ギ	CharType.KANJI	43
務	ム	CharType.KANJI	44
化	カ	CharType.KANJI	45
が	ガ+S	CharType.HIRAGANA	46
各	カッ	CharType.KANJI	47
国	コク	CharType.KANJI	48
で	デ+S	CharType.HIRAGANA	49
進	スス	CharType.KANJI	50
ん	ン	CharType.HIRAGANA	51
で	デ+S	CharType.HIRAGANA	52
お	オ	CharType.HIRAGANA	53
り	リ	CharType.HIRAGANA	54
、	_	CharType.SYMBOL_PAUSE	55
点	テン	CharType.KANJI	56
字	ジ	CharType.KANJI	57
は	ワ+S	CharType.HIRAGANA	58
社	シャ	CharType.KANJI	59
会	カイ+S	CharType.KANJI	60
参	サン	CharType.KANJI	61
加	カ	CharType.KANJI	62
の	ノ+S	CharType.HIRAGANA	63
た	タ	CharType.HIRAGANA	64
め	メ	CharType.HIRAGANA	65
の	ノ+S	CharType.HIRAGANA	66
重	ジュー	CharType.KANJI	67
要	ヨー	CharType.KANJI	68
な	ナ+S	CharType.HIRAGANA	69
イ	イ	CharType.KATAKANA	70
ン	ン	CharType.KATAKANA	71
フ	フ	CharType.KATAKANA	72
ラ	ラ	CharType.KATAKANA	73
と	ト+S	CharType.HIRAGANA	74
し	シ	CharType.HIRAGANA	75
て	テ+S	CharType.HIRAGANA	76
位	イ	CharType.KANJI	77
置	チ	CharType.KANJI	78
づ	ヅ	CharType.HIRAGANA	79
け	ケ	CharType.HIRAGANA	80
ら	ラ	CharType.HIRAGANA	81
れ	レ	CharType.HIRAGANA	82
て	テ+S	CharType.HIRAGANA	83
い	イ	CharType.HIRAGANA	84
る	ル	CharType.HIRAGANA	85
。	_	CharType.SYMBOL_STOP	86

私	ワタシ	CharType.KANJI	0
が	ガ+S	CharType.HIRAGANA	1
見	ミ	CharType.KANJI	2
た	タ+S	CharType.HIRAGANA	3
こ	コ	CharType.HIRAGANA	4
と	ト	CharType.HIRAGANA	5
の	ノ+S	CharType.HIRAGANA	6
あ	ア	CharType.HIRAGANA	7
る	ル+S	CharType.HIRAGANA	8
最	モット	CharType.KANJI	9
も	モ+S	CharType.HIRAGANA	10
古	フル	CharType.KANJI	11
い	イ+S	CharType.HIRAGANA	12
点	テン	CharType.KANJI	13
字	ジ	CharType.KANJI	14
の	ノ+S	CharType.HIRAGANA	15
書	ショ	CharType.KANJI	16
物	モツ	CharType.KANJI	17
は	ワ+S	CharType.HIRAGANA	18
大	タイ	CharType.KANJI	19
正	ショー+S	CharType.KANJI	20
1	_	CharType.NUMERIC	21
1	_	CharType.NUMERIC	22
年	ネン	CharType.KANJI	23
に	ニ+S	CharType.HIRAGANA	24
作	ツク	CharType.KANJI	25
ら	ラ	CharType.HIRAGANA	26
れ	レ	CharType.HIRAGANA	27
た	タ+S	CharType.HIRAGANA	28
も	モ	CharType.HIRAGANA	29
の	ノ	CharType.HIRAGANA	30
で	デ	CharType.HIRAGANA	31
、	_	CharType.SYMBOL_PAUSE	32
当	トー	CharType.KANJI	33
時	ジ+S	CharType.KANJI	34
取	ト	CharType.KANJI	35
り	リ	CharType.HIRAGANA	36
壊	コワ	CharType.KANJI	37
し	シ+S	CharType.HIRAGANA	38
直	チョク	CharType.KANJI	39
前	ゼン	CharType.KANJI	40
の	ノ+S	CharType.HIRAGANA	41
図	ト	CharType.KANJI	42
書	ショ	CharType.KANJI	43
室	シツ	CharType.KANJI	44
に	ニ+S	CharType.HIRAGANA	45
ほ	ホ	CharType.HIRAGANA	46
と	ト	CharType.HIRAGANA	47
ん	ン	CharType.HIRAGANA	48
ど	ド+S	CharType.HIRAGANA	49
廃	ハイ	CharType.KANJI	50
棄	キ+S	CharType.KANJI	51
処	ショ	CharType.KANJI	52
分	ブン+S	CharType.KANJI	53
状	ジョー	CharType.KANJI	54
態	タイ	CharType.KANJI	55
に	ニ+S	CharType.HIRAGANA	56
な	ナ	CharType.HIRAGANA	57
っ	ッ	CharType.HIRAGANA	58
て	テ+S	CharType.HIRAGANA	59
い	イ	CharType.HIRAGANA	60
た	タ+S	CharType.HIRAGANA	61
も	モ	CharType.HIRAGANA	62
の	ノ	CharType.HIRAGANA	63
の	ノ+S	CharType.HIRAGANA	64
中	ナカ	CharType.KANJI	65
に	ニ+S	CharType.HIRAGANA	66
あ	ア	CharType.HIRAGANA	67
っ	ッ	CharType.HIRAGANA	68
た	タ+S	CharType.HIRAGANA	69
も	モ	CharType.HIRAGANA	70
の	ノ	CharType.HIRAGANA	71
で	デ	CharType.HIRAGANA	72
す	ス	CharType.HIRAGANA	73
。	_	CharType.SYMBOL_STOP	74
点	テン	CharType.KANJI	75
訳	ヤク	CharType.KANJI	76
の	ノ+S	CharType.HIRAGANA	77
歴	レキ	CharType.KANJI	78
史	シ	CharType.KANJI	79
は	ワ+S	CharType.HIRAGANA	80
そ	ソ	CharType.HIRAGANA	81
れ	レ	CharType.HIRAGANA	82
ほ	ホ	CharType.HIRAGANA	83
ど	ド+S	CharType.HIRAGANA	84
古	フル	CharType.KANJI	85
い	イ+S	CharType.HIRAGANA	86
も	モ	CharType.HIRAGANA	87
の	ノ	CharType.HIRAGANA	88
で	デ	CharType.HIRAGANA	89
、	_	CharType.SYMBOL_PAUSE	90
技	ギ	CharType.KANJI	91
術	ジュツ	CharType.KANJI	92
の	ノ+S	CharType.HIRAGANA	93
発	ハッ	CharType.KANJI	94
達	タツ	CharType.KANJI	95
に	ニ+S	CharType.HIRAGANA	96
よ	ヨ	CharType.HIRAGANA	97
り	リ	CharType.HIRAGANA	98
、	_	CharType.SYMBOL_PAUSE	99
完	カン	CharType.KANJI	100
全	ゼン	CharType.KANJI	101
な	ナ+S	CharType.HIRAGANA	102
写	シャ	CharType.KANJI	103
本	ホン	CharType.KANJI	104
（	_	CharType.SYMBOL_OPEN	105
本	ホン	CharType.KANJI	106
当	トー	CharType.KANJI	107
に	ニ+S	CharType.HIRAGANA	108
手	テ	CharType.KANJI	109
で	デ+S	CharType.HIRAGANA	110
移	ウツ	CharType.KANJI	111
し	シ	CharType.HIRAGANA	112
て	テ+S	CharType.HIRAGANA	113
い	イ	CharType.HIRAGANA	114
た	タ	CharType.HIRAGANA	115
ん	ン	CharType.HIRAGANA	116
で	デ	CharType.HIRAGANA	117
す	ス	CharType.HIRAGANA	118
よ	ヨ	CharType.HIRAGANA	119
）	_	CharType.SYMBOL_CLOSE	120
か	カ	CharType.HIRAGANA	121
ら	ラ+S	CharType.HIRAGANA	122
始	ハジ	CharType.KANJI	123
ま	マ	CharType.HIRAGANA	124
り	リ	CharType.HIRAGANA	125
、	_	CharType.SYMBOL_PAUSE	126
コ	コ	CharType.KATAKANA	127
ン	ン	CharType.KATAKANA	128
ピ	ピュ	CharType.KATAKANA	129
ュ	---	CharType.KATAKANA	130
ー	ー	CharType.KATAKANA	131
タ	タ	CharType.KATAKANA	132
を	ヲ+S	CharType.HIRAGANA	133
使	ツカ	CharType.KANJI	134
っ	ッ	CharType.HIRAGANA	135
た	タ+S	CharType.HIRAGANA	136
自	ジ	CharType.KANJI	137
動	ドー+S	CharType.KANJI	138
点	テン	CharType.KANJI	139
訳	ヤク	CharType.KANJI	140
ま	マ	CharType.HIRAGANA	141
で	デ+S	CharType.HIRAGANA	142
き	キ	CharType.HIRAGANA	143
ま	マ	CharType.HIRAGANA	144
し	シ	CharType.HIRAGANA	145
た	タ	CharType.HIRAGANA	146
。	_	CharType.SYMBOL_STOP	147

し	シ	CharType.HIRAGANA	0
た	タ	CharType.HIRAGANA	1
が	ガ	CharType.HIRAGANA	2
っ	ッ	CharType.HIRAGANA	3
て	テ	CharType.HIRAGANA	4
、	_	CharType.SYMBOL_PAUSE	5
こ	コ	CharType.HIRAGANA	6
の	ノ+S	CharType.HIRAGANA	7
デ	デ	CharType.KATAKANA	8
ー	ー	CharType.KATAKANA	9
タ	タ+S	CharType.KATAKANA	10
セ	セ	CharType.KATAKANA	11
ッ	ッ	CharType.KATAKANA	12
ト	ト	CharType.KATAKANA	13
に	ニ+S	CharType.HIRAGANA	14
含	フク	CharType.KANJI	15
ま	マ	CharType.HIRAGANA	16
れ	レ	CharType.HIRAGANA	17
て	テ+S	CharType.HIRAGANA	18
い	イ	CharType.HIRAGANA	19
る	ル+S	CharType.HIRAGANA	20
文	ブン	CharType.KANJI	21
章	ショー	CharType.KANJI	22
は	ワ	CharType.HIRAGANA	23
、	_	CharType.SYMBOL_PAUSE	24
必	カナラ	CharType.KANJI	25
ず	ズ	CharType.HIRAGANA	26
し	シ	CharType.HIRAGANA	27
も	モ+S	CharType.HIRAGANA	28
正	セイ	CharType.KANJI	29
確	カク	CharType.KANJI	30
な	ナ+S	CharType.HIRAGANA	31
情	ジョー	CharType.KANJI	32
報	ホー	CharType.KANJI	33
で	デ	CharType.HIRAGANA	34
は	ワ+S	CharType.HIRAGANA	35
な	ナ	CharType.HIRAGANA	36
い	イ+S	CharType.HIRAGANA	37
こ	コ	CharType.HIRAGANA	38
と	ト	CharType.HIRAGANA	39
を	ヲ+S	CharType.HIRAGANA	40
理	リ	CharType.KANJI	41
解	カイ+S	CharType.KANJI	42
す	ス	CharType.HIRAGANA	43
る	ル+S	CharType.HIRAGANA	44
必	ヒツ	CharType.KANJI	45
要	ヨー	CharType.KANJI	46
が	ガ+S	CharType.HIRAGANA	47
あ	ア	CharType.HIRAGANA	48
り	リ	CharType.HIRAGANA	49
ま	マ	CharType.HIRAGANA	50
す	ス	CharType.HIRAGANA	51
。	_	CharType.SYMBOL_STOP	52

「	_	CharType.SYMBOL_OPEN	0
風	カゼ	CharType.KANJI	1
を	ヲ+S	CharType.HIRAGANA	2
集	アツ	CharType.KANJI	3
め	メ	CharType.HIRAGANA	4
て	テ	CharType.HIRAGANA	5
」	_	CharType.SYMBOL_CLOSE	6
と	ト+S	CharType.HIRAGANA	7
い	イ	CharType.HIRAGANA	8
う	ウ+S	CharType.HIRAGANA	9
曲	キョク	CharType.KANJI	10
は	ワ	CharType.HIRAGANA	11
、	_	CharType.SYMBOL_PAUSE	12
日	ニ	CharType.KANJI	13
本	ホン	CharType.KANJI	14
語	ゴ	CharType.KANJI	15
の	ノ+S	CharType.HIRAGANA	16
ロ	ロ	CharType.KATAKANA	17
ッ	ッ	CharType.KATAKANA	18
ク	ク	CharType.KATAKANA	19
と	ト+S	CharType.HIRAGANA	20
し	シ	CharType.HIRAGANA	21
て	テ+S	CharType.HIRAGANA	22
成	セイ	CharType.KANJI	23
功	コー+S	CharType.KANJI	24
し	シ	CharType.HIRAGANA	25
た	タ+S	CharType.HIRAGANA	26
初	ハジ	CharType.KANJI	27
め	メ	CharType.HIRAGANA	28
て	テ	CharType.HIRAGANA	29
の	ノ+S	CharType.HIRAGANA	30
例	レイ	CharType.KANJI	31
だ	ダ	CharType.HIRAGANA	32
と	ト+S	CharType.HIRAGANA	33
言	イ	CharType.KANJI	34
わ	ワ	CharType.HIRAGANA	35
れ	レ	CharType.HIRAGANA	36
て	テ+S	CharType.HIRAGANA	37
い	イ	CharType.HIRAGANA	38
ま	マ	CharType.HIRAGANA	39
す	ス	CharType.HIRAGANA	40
。	_	CharType.SYMBOL_STOP	41

風	カゼ	CharType.KANJI	0
が	ガ+S	CharType.HIRAGANA	1
強	ツヨ	CharType.KANJI	2
い	イ+S	CharType.HIRAGANA	3
と	ト	CharType.HIRAGANA	4
き	キ	CharType.HIRAGANA	5
に	ニ	CharType.HIRAGANA	6
は	ワ	CharType.HIRAGANA	7
、	_	CharType.SYMBOL_PAUSE	8
外	ガイ	CharType.KANJI	9
出	シュツ	CharType.KANJI	10
を	ヲ+S	CharType.HIRAGANA	11
控	ヒカ	CharType.KANJI	12
え	エ	CharType.HIRAGANA	13
る	ル+S	CharType.HIRAGANA	14
こ	コ	CharType.HIRAGANA	15
と	ト	CharType.HIRAGANA	16
が	ガ+S	CharType.HIRAGANA	17
安	アン	CharType.KANJI	18
全	ゼン	CharType.KANJI	19
で	デ	CharType.HIRAGANA	20
す	ス	CharType.HIRAGANA	21
。	_	CharType.SYMBOL_STOP	22
強	キョー	CharType.KANJI	23
風	フー	CharType.KANJI	24
は	ワ+S	CharType.HIRAGANA	25
建	タテ	CharType.KANJI	26
物	モノ	CharType.KANJI	27
や	ヤ+S	CharType.HIRAGANA	28
木	キ	CharType.KANJI	29
々	ギ	CharType.OTHER	30
を	ヲ+S	CharType.HIRAGANA	31
倒	タオ	CharType.KANJI	32
す	ス+S	CharType.HIRAGANA	33
可	カ	CharType.KANJI	34
能	ノー	CharType.KANJI	35
性	セイ	CharType.KANJI	36
が	ガ+S	CharType.HIRAGANA	37
あ	ア	CharType.HIRAGANA	38
り	リ	CharType.HIRAGANA	39
、	_	CharType.SYMBOL_PAUSE	40
交	コー	CharType.KANJI	41
通	ツー+S	CharType.KANJI	42
事	ジ	CharType.KANJI	43
故	コ	CharType.KANJI	44
の	ノ+S	CharType.HIRAGANA	45
リ	リ	CharType.KATAKANA	46
ス	ス	CharType.KATAKANA	47
ク	ク	CharType.KATAKANA	48
も	モ+S	CharType.HIRAGANA	49
高	タカ	CharType.KANJI	50
ま	マ	CharType.HIRAGANA	51
り	リ	CharType.HIRAGANA	52
ま	マ	CharType.HIRAGANA	53
す	ス	CharType.HIRAGANA	54
。	_	CharType.SYMBOL_STOP	55
も	モ	CharType.HIRAGANA	56
し	シ+S	CharType.HIRAGANA	57
外	ガイ	CharType.KANJI	58
出	シュツ	CharType.KANJI	59
が	ガ+S	CharType.HIRAGANA	60
必	ヒツ	CharType.KANJI	61
要	ヨー	CharType.KANJI	62
な	ナ+S	CharType.HIRAGANA	63
場	バ	CharType.KANJI	64
合	アイ	CharType.KANJI	65
は	ワ	CharType.HIRAGANA	66
、	_	CharType.SYMBOL_PAUSE	67
風	カゼ	CharType.KANJI	68
に	ニ+S	CharType.HIRAGANA	69
飛	ト	CharType.KANJI	70
ば	バ	CharType.HIRAGANA	71
さ	サ	CharType.HIRAGANA	72
